subject,session,block_1,block_2,block_3,block_4,block_5,block_6,block_7,block_8,block_9,block_10,block_11,block_12,block_13,block_14,block_15,block_16,block_17,block_18,block_19,block_20,block_21,block_22,block_23,block_24,block_25,block_26,block_27,block_28,block_29,block_30
014,010,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100
015,001,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100
015,002,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100
015,003,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100
015,004,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100
015,005,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100
015,006,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100
015,007,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100
015,008,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100
015,009,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100
015,010,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100
016,001,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100
016,002,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100
016,003,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100
016,004,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100
016,005,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100
016,006,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100
016,007,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100
016,008,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100
016,009,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100
016,010,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100
017,001,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100
017,002,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100
017,003,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100
017,004,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100
017,005,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100
017,006,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100
017,007,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100
017,008,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100
017,009,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100
017,010,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100
018,001,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100
018,002,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100
018,003,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100
018,004,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100
018,005,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100
018,006,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100
018,007,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100
018,008,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100
018,009,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100
018,010,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100
019,001,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100
019,002,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100
019,003,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100
019,004,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100
019,005,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100
019,006,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100
019,007,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100
019,008,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100
019,009,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100
019,010,pair6_100,pair5_100,pair5_100,pair6_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100,pair5_100,pair6_100,pair5_100,pair6_100,pair6_100,pair5_100
